2	1045
2	1921
2	2279
2	2728
2	3184
2	3340
2	4166
2	5092
2	5276
2	5286
2	5289
2	6412
2	7060
2	7318
2	7346
2	7994
2	7367
2	8307
2	8587
2	9022
2	9224
2	9641
3	28
3	62
3	186
3	450
3	596
3	604
3	637
3	668
3	679
3	911
3	1509
3	1777
3	1911
3	1954
3	2155
3	2164
3	2242
3	2315
3	2354
3	2390
3	2437
3	2457
3	2508
3	2610
3	2757
3	2779
3	2790
3	2824
3	2842
3	2870
3	2918
3	3085
3	3379
3	3380
3	3452
3	3621
3	3628
3	3873
3	3880
3	4084
3	4114
3	4137
3	4289
3	4584
3	5182
3	5221
3	5240
3	5382
3	5468
3	5624
3	5746
3	5925
3	6072
3	6137
3	6317
3	6369
3	6379
3	6579
3	6582
3	6599
3	6856
3	6814
3	7109
3	7192
3	7223
3	7383
3	7418
3	7619
3	7928
3	7934
3	7366
3	8474
3	8623
3	8811
3	8895
3	8932
3	8960
3	8995
3	9638
3	9709
4	1930
4	2651
4	5892
4	7824
4	7942
4	8441
5	684
5	704
5	1022
5	1297
5	1508
5	1922
5	2056
5	2467
5	2787
5	3178
5	3257
5	3280
5	3372
5	3410
5	3481
5	3210
5	3213
5	4212
5	4259
5	4048
5	4485
5	4507
5	4056
5	4578
5	4817
5	4655
5	4657
5	5260
5	5405
5	5457
5	5704
5	5280
5	6066
5	6709
5	6743
5	7467
5	7338
5	7828
5	8085
5	8346
5	8391
5	8977
5	9636
5	9695
6	238
6	976
6	1439
6	1825
6	2018
6	2065
6	2598
6	2800
6	2652
6	4040
6	4381
6	4950
6	5734
6	5857
6	6493
6	6356
6	7606
6	7611
6	7662
6	8144
6	8656
6	8400
6	9776
6	8947
6	9672
7	11
7	318
7	373
7	644
7	1065
7	1138
7	1185
7	1680
7	1705
7	2102
7	2309
7	2376
7	2555
7	3159
7	3257
7	3391
7	3403
7	3536
7	3809
7	3894
7	4134
7	4204
7	4049
7	4604
7	4655
7	5163
7	5658
7	6028
7	6053
7	6097
7	6128
7	6625
7	6765
7	6836
7	6822
7	7326
7	7925
7	7357
7	8155
7	8206
7	7379
7	8701
7	8711
7	8954
7	9203
8	795
8	2840
9	230
9	383
9	393
9	1093
9	1174
9	1183
9	2649
9	3041
9	4129
9	4643
9	4898
9	4654
9	4656
9	5265
9	5273
9	5618
9	5802
9	6194
9	6244
9	7276
9	7328
9	7734
9	7891
9	7371
9	8391
9	8554
9	8944
9	9140
9	9236
9	9444
9	9624
9	9658
9	9704
10	241
10	697
10	2647
10	3078
10	3211
10	7129
10	7741
10	8013
10	8709
10	8758
11	83
11	87
11	89
11	105
11	107
11	113
11	7
11	124
11	158
11	237
11	264
11	275
11	18
11	316
11	362
11	363
11	370
11	373
11	419
11	426
11	482
11	504
11	378
11	507
11	615
11	639
11	641
11	645
11	656
11	684
11	690
11	695
11	707
11	821
11	843
11	870
11	396
11	886
11	893
11	964
11	990
11	1014
11	1064
11	1065
11	1085
11	1087
11	1088
11	1106
11	1231
11	1238
11	1258
11	1302
11	1359
11	1483
11	1183
11	1560
11	1574
11	1191
11	1618
11	1630
11	1679
11	1682
11	1705
11	1771
11	1772
11	1868
11	1904
11	1926
11	1935
11	1942
11	1971
11	2036
11	2054
11	2064
11	1739
11	2144
11	2153
11	2233
11	2236
11	2307
11	2316
11	2327
11	2284
11	2359
11	2375
11	2380
11	2397
11	2407
11	2409
11	2433
11	2434
11	2469
11	2489
11	2510
11	2296
11	2298
11	2576
11	2578
11	2592
11	2304
11	2689
11	2835
11	2935
11	2649
11	3115
11	2657
11	3158
11	3160
11	3167
11	3170
11	2661
11	2662
11	3253
11	3255
11	3178
11	3284
11	3285
11	3291
11	3181
11	3304
11	3340
11	3344
11	3391
11	3393
11	3401
11	3437
11	3536
11	3543
11	3548
11	3213
11	3600
11	3610
11	3795
11	3800
11	3828
11	3822
11	3931
11	4066
11	4071
11	4076
11	4107
11	4112
11	4113
11	4125
11	4126
11	4136
11	4148
11	4149
11	4157
11	4166
11	4189
11	4211
11	4229
11	4036
11	4304
11	4357
11	4040
11	4045
11	4452
11	4488
11	4052
11	4513
11	4524
11	4525
11	4538
11	4550
11	4056
11	4565
11	4748
11	4750
11	4646
11	4647
11	4908
11	5006
11	5057
11	5059
11	4655
11	5077
11	5087
11	5092
11	5151
11	5183
11	5186
11	4659
11	5213
11	5218
11	5219
11	4662
11	5238
11	5299
11	5353
11	5377
11	5378
11	5393
11	5407
11	5425
11	5451
11	5474
11	5533
11	5536
11	5548
11	5269
11	5597
11	5658
11	5699
11	5704
11	5730
11	5773
11	5778
11	5780
11	5782
11	5829
11	5283
11	5866
11	5884
11	5916
11	5936
11	6024
11	6051
11	6052
11	6053
11	6006
11	6085
11	6007
11	6124
11	6130
11	6183
11	6218
11	6243
11	6287
11	6292
11	6301
11	6316
11	6321
11	6338
11	6398
11	6409
11	6425
11	6459
11	6501
11	6528
11	6533
11	6543
11	6569
11	6616
11	6617
11	6352
11	6719
11	6749
11	6751
11	6765
11	6771
11	6837
11	6847
11	6857
11	6880
11	6938
11	6960
11	6981
11	7007
11	7059
11	7087
11	7143
11	6822
11	7161
11	7172
11	7175
11	7214
11	7226
11	7256
11	7263
11	7265
11	6832
11	6833
11	7396
11	7406
11	7311
11	7442
11	7448
11	7495
11	7519
11	7532
11	7585
11	7623
11	7631
11	7704
11	7710
11	7714
11	7733
11	7740
11	7745
11	7752
11	7770
11	7787
11	7832
11	7835
11	7855
11	7993
11	8006
11	8020
11	8056
11	7357
11	8090
11	8095
11	8108
11	8111
11	8138
11	8182
11	8206
11	8265
11	8266
11	8267
11	8306
11	8314
11	8345
11	8346
11	7374
11	7376
11	7379
11	8454
11	8457
11	8465
11	8480
11	8498
11	8390
11	8532
11	8391
11	8547
11	8606
11	8396
11	8713
11	8400
11	8856
11	8866
11	8869
11	8872
11	8902
11	8915
11	8924
11	8938
11	8975
11	9115
11	9144
11	9145
11	8947
11	9203
11	8951
11	9280
11	8953
11	9339
11	9381
11	9407
11	9459
11	9528
11	9531
11	9554
11	9641
11	9710
11	9712
11	9716
12	30
12	150
12	427
12	449
12	544
12	595
12	598
12	788
12	978
12	1230
12	1189
12	2044
12	2081
12	2167
12	2396
12	2303
12	2780
12	2818
12	2869
12	3068
12	3419
12	3523
12	3617
12	3634
12	3893
12	4278
12	4897
12	5156
12	6010
12	6154
12	6347
12	6636
12	6675
12	7134
12	7200
12	7222
12	7236
12	6829
12	7336
12	7340
12	7341
12	8614
12	8728
12	8822
12	9327
13	7355
14	299
14	981
14	1181
14	3389
14	3646
14	6286
14	7101
14	6823
15	1
16	17
16	692
16	410
16	1902
16	2866
16	3211
16	4238
16	4445
16	5222
16	6350
16	6692
16	7903
16	7978
16	7366
17	144
17	16
17	692
17	803
17	410
17	1902
17	2458
17	2866
17	3820
17	4238
17	4445
17	5222
17	6619
17	6692
17	7058
17	7116
17	7125
17	7860
17	7978
18	89
18	92
18	11
18	245
18	306
18	352
18	712
18	929
18	1031
18	1087
18	1088
18	1255
18	1327
18	1339
18	1374
18	1439
18	1460
18	1802
18	9722
18	9729
18	1868
18	1906
18	2139
18	2151
18	2231
18	2281
18	2511
18	2627
18	2642
18	2971
18	3037
18	3122
18	3130
18	3284
18	3330
18	3405
18	3562
18	3724
18	3746
18	3875
18	4169
18	4180
18	4291
18	4040
18	4041
18	4395
18	4454
18	4497
18	4725
18	5141
18	5244
18	5536
18	5661
18	5969
18	6032
18	6049
18	6240
18	6338
18	6374
18	6505
18	6350
18	6721
18	6940
18	7484
18	7540
18	7542
18	7545
18	7326
18	7644
18	7663
18	7752
18	7869
18	7960
18	7993
18	8049
18	8056
18	8306
18	8319
18	8404
18	8454
18	8484
18	8522
18	8591
18	8741
18	9779
18	9756
18	9762
18	8806
18	8879
18	8909
18	9058
18	9145
18	9151
18	9152
18	9213
18	9502
18	9607
19	221
19	309
19	310
19	1056
19	1285
19	1566
19	1824
19	2355
19	2369
19	2563
19	2711
19	2758
19	2894
19	2951
19	3822
19	3986
19	4188
19	6260
19	6876
19	7061
19	7065
19	7083
19	7088
19	7213
19	6829
19	7309
19	7708
